Text,Sentiment
the home button works great as well as the top button,1
the home screens on the s4,0
the horrible screen full of icons,-1
the hot pink case looks great on it,1
the htc one has much better hardware than the nexus 4,1
the idea behind technology is to make things easy,0
the imei # is on the back of the phone,0
the ios runs really fast,1
the ios system is the best mobile system,1
the iphone 's front facing camera makes it convenient to take self portraits,1
the iphone 5,0
the iphone 5 's power is probably half as powerful as the nexus 4 spec-wise,0
the iphone 5 continues to be one,1
the iphone 5 gives you a whole day of use before it needs a quick charge,1
the iphone 5 hard drives come in 16 gb,0
the iphone 5 has a gorgeous screen,1
the iphone 5 has features that ultimately trump all other phones out there on the market,1
the iphone 5 has left me mesmerized,1
the iphone 5 is a master piece,1
the iphone 5 is a very good phone,1
the iphone 5 is amazing at first,1
the iphone 5 is as the same as the one i have bought at apple store,0
the iphone 5 is beautiful,1
the iphone 5 is beautiful,1
the iphone 5 is better hardware-wise,1
the iphone 5 is by far the most reliable phone i 've ever owned,1
the iphone 5 is good,1
the iphone 5 is great,1
the iphone 5 is lighter,1
the iphone 5 looks almost identical to the iphone 4s,0
the iphone 5 met my expectations,1
the iphone 5 was the top selling smart phone for the year 2012,1
the iphone 5 weighs only 3,1
the iphone 5 working so far so good,1
the iphone 5 works really well,1
the iphone arrived early,1
the iphone arrived on time,1
the iphone box was cut open,-1
the iphone came perfect,1
the iphone came without protertor plastic on the screen,-1
the iphone comes intact in his factory case,1
the iphone comes very fast about 4 days,1
the iphone do n't have any problem,1
the iphone had some sort of glitch at the beginning ( which was solved by plugging into laptop ),0
the iphone hardware looks better,1
the iphone has been smooth sailing,1
the iphone has it,1
the iphone have a better quality screen,1
the iphone have a diferent imed than the imed of the case,-1
the iphone in general tops sales over other smart phone devices,1
the iphone is fabulous,1
the iphone is so far excellent-no complaints,1
the iphone is very good only that the charger failed to meet my demand,-1
the iphone itself is fine,1
the iphone provides fantastic,1
the iphone reiterates to me that it does n't do anything perfectly,1
the iphone seems to work fine up to now,1
the iphone strikes me as simpler,1
the iphone was exactly as described,1
the iphone was in superb condition,1
the iphone was supposed to be unlocked,-1
the iphone was used,-1
the iphone was very old,-1
the iphone worked well,1
the iphones work good,1
the ir blaster on the htc one also does n't work as of right now,-1
the item arrived on time,1
the item in great condition almost as new i love it i 'll recommend to all my friends,1
the item is so fast to lowbat,-1
the item they describe online is brand new,0
the keyboard is so small i have to type in every password 7-10 times to get them right,-1
the keyboard woukd type on its own,-1
the kicker for me was the better voice quality,1
the label is not the dames as the box,0
the last 2 times i have used maps i had over 60 % battery life,-1
the last trade i did was for a 5c ( see review ) so yeah they are n't selling these phones anymore,0
the letters,0
the limitations on ios does give me some issues as an advanced user,-1
the little screen,-1
the lock button is jammed,-1
the lock button stopped working,-1
the lte was something i used,1
the main idea here is that android is cluttered with too many information,0
the material its excellent,1
the matte black version really is one of the most stunning electronic devices ever made from a design perspective,1
the microphone does not work,-1
the migration was not as easy as i expected,-1
the mobile do n't turn on,-1
the mobile is n't working,-1
the mods you install would oftentimes have bugs of it 's own,-1
the most overated,-1
the name for the artificial intelligence,0
the navigation button was broken,-1
the negative side of the story is that the battery drains quite fast,-1
the new earbuds are improved ( mostly in design,1
the new model has rounded corners,0
the new phone only accepts what was available when the original phone was just purchased,-1
the nexus 4 have better grips,1
the nexus 4 is always updated with the latest software from google,1
the note 1,0
the notification menu,0
the notion that any idiot can use them,-1
the number of sales speaks for itself,1
the one discrepancy i did notice is that fully black,-1
the one i purchased was white,-1
the one reason why im leaving one less star for this product,0
the one that came with the phone,0
the only complaint is that the charger didnt work,-1
the only downside is that i had to get a nano sim chip,-1
the only i suspect was missing was the little book they usually give you with all the information on how to start it,0
the only issues i have with the phone is a few smudges that wont seem to go away,-1
the only problem i ever had with my phone,0
the only problem i have with this one is the charger,-1
the only problem is it is grainier than i would like,-1
the only problem is that it 's so versatile,-1
the only product that it can use to view my favorites such as 48 hours mystery episodes among others,1
the only reason i am using this mobile is that i do n't have any other option,-1
the only reason i give it four stars is because it 's advertised that it comes with a `` wall charger '',0
the only shortcoming i see it having is it does n't have lte,0
the only thing is that it has a lot of scratches,-1
the only thing that does not put fake chinese charger,1
the only wrong thing is that it is very delicate,-1
the operating system is solid,1
the operating system is up to date,1
the options the iphone camera let you change are the options i actually understand,1
the options they give you are options you understand,1
the original price in apple,0
the other one is perfect,1
the other phone came with the power adapter,0
the otter box,0
the owner told me that they will refund me the shipping fee,0
the owner was very nice,1
the package,0
the package was not in new condition,-1
the packaging was good,1
the people you left behind are trashing everything you worked for,0
the performance is very good,1
the perplexity of giving up my android,-1
the person at the counter convinced me that the galaxy is a better phone,0
the philippines with local sim cards,0
the phone 's mic seems not to work as it 's not possible to hear the other side in receive,-1
the phone arrived a day later,-1
the phone arrived after only 4 days,0
the phone arrived on time,1
the phone arrived on time,1
the phone be fully charge,0
the phone by itself is working good,1
the phone came a couple of days earlier,1
the phone came early,1
the phone came in a plastic ziploc bag with nothing else,-1
the phone came in factory sealed box etc,1
the phone came like new as advertised,1
the phone came with bad battery that dies after 10 minutes of talk time,-1
the phone came with the charging port damaged,-1
the phone came without a sim card,-1
the phone can not connect to the carrier service,-1
the phone can only operate in speaker mode,-1
the phone charger does not charge the phone,-1
the phone charger is having a problem,-1
the phone chargers fast for me,0
the phone completely stopped working,-1
the phone could charged for 6 hours,-1
the phone did not charge after a week,-1
the phone did not meet the expectations as wine damaged,-1
the phone directors told me it 's `` brain dead '',-1
the phone does not have any cracks,1
the phone does not last loaded me,-1
the phone freezes,-1
the phone had more cosmetic damage than what was described,-1
the phone had more scratches on it than the post,-1
the phone had serious damage,-1
the phone has lte which means it will connect to networks faster,1
the phone has never froze on me,1
the phone has replacement parts,-1
the phone has some scratches,-1
the phone held no charge,-1
the phone i purchased was suppose to be unlocked,-1
the phone i received was not unlocked as promised,-1
the phone i received was useless,-1
the phone in general is in perfect condition _™•‘,1
the phone is as good as new,1
the phone is dead,-1
the phone is exactly as described by the seller,1
the phone is fairly in a good condition,1
the phone is fine except it has a software glitch so at 30 % it shuts off,-1
the phone is from verizon,0
the phone is good,1
the phone is good just wish it would 've come with earpods,1
the phone is in a very condition,1
the phone is in near flawless condition,1
the phone is in perfect conditions,1
the phone is just a really expensive problem to me,-1
the phone is locked,0
the phone is locked by the carrier due to the contract,-1
the phone is n't recognized by any computer,-1
the phone is no good,-1
the phone is not fully unlocked,-1
the phone is not original is repowered,-1
the phone is perfect,1
the phone is perfect,1
the phone is showing black color,0
the phone is simple,1
the phone is still not performing well,-1
the phone is unlocked,1
the phone is unlocked,1
the phone is unlocked as in the description,1
the phone is very defective,-1
the phone is working great,1
the phone itself is fine,1
the phone itself works,1
the phone just messed up by itself the screen has lines in it,-1
the phone looked new,1
the phone looked soo neat n nice,1
the phone looks,0
the phone looks almost brand new,1
the phone looks good,1
the phone looks good,1
the phone needs a new charger,-1
the phone number will just show up without the name so i do not know who is calling me,-1
the phone ok,1
the phone part is fine ( it was new ),1
the phone quality was very good,1
the phone received had a screen changed,-1
the phone should be in there,0
the phone stopped working after less than 4 months,-1
the phone stops charging,-1
the phone stops charging,-1
the phone to the ear feature is also frustrating,-1
the phone turned of 3 monts later,-1
the phone turned on,1
the phone turned out better than expected,1
the phone was,0
the phone was advertised a a new,0
the phone was already damaged from the inside,-1
the phone was also okay,0
the phone was apparently perfect,0
the phone was as described,1
the phone was beautiful from the moment i opened the box,1
the phone was brand new,1
the phone was decent for being used,1
the phone was definitely not unlocked,-1
the phone was fine,1
the phone was great,1
the phone was in excellent condition,1
the phone was in immaculate condition,1
the phone was in perfect conditions,1
the phone was locked by the carrier at & t,-1
the phone was n't totally unlocked now i have to activate it with tmobile,-1
the phone was new,1
the phone was not new,-1
the phone was perfect,1
the phone was received right ontime with expected quality,1
the phone was running good,1
the phone was unlocked,1
the phone was unlocked,1
the phone was used,-1
the phone was working til,0
the phone worked perfectly,1
the phone works,1
the phone works good,1
the phone works good,1
the phone works great,1
the phone works great,1
the phone works great,1
the phone works great,1
the phone works perfect,1
the phone works perfectly,1
the phone works perfectly,1
the phone works there as advertised,1
the phone works with gsm technology ?,0
the phone would have a mind of its own,-1
the phones screen wasnt working properly,-1
the physical appearance of the phone looks good,1
the pics are great as well,1
the picture quality compare to others phone i had owned is amazing,1
the pieces are not original also,-1
the plastic chips easily,-1
the plastic on the back is broken so i 'm not sure how long it is going to last,-1
the plug in charger for my iphone 5 failed,-1
the post offices fault,0
the power button is not working,-1
the power drops quickly ex,-1
the price,-1
the price is just the same price when you buy in apple store thats why i returned the item right away,-1
the price is way too much for the quality of this iphone,-1
the price must be better,0
the price was great,1
the price was perfect,1
the problem is not with the phone,0
the problem is the battrey very easy low battrey,-1
the product came in as indiquicado perefcto tlefeno,-1
the product comes perfect,1
the product is as expected,1
the product is great,1
the product is older than i expected,-1
the product received was as described,1
the product selled is not unlocked,-1
the product was as expected,1
the product was good,1
the product was the expected excellent,1
the products because the software dont are uplook in my country,-1
the pure android software is n't optimized on the phones yet,-1
the quality craftsmanship is one of the things that sets this phone ahead of the pack,1
the quality is good along with the durability,1
the quality of the phone was not that of a new phone,-1
the quality of them,1
the rear camera will be hurt by manufacturing defects,-1
the reason i bought the iphone for her,0
the recently released iphone 5s only has few upgrades from the the iphone 5,0
the reception is horrible,-1
the reception is terrible,-1
the reception is wonderful,1
the reception on that was better than the iphone 5,-1
the recommend 100 % attentive,1
the rest all right,1
the rest is perfect,1
the rest of the story with the buyer is a living nightmare,-1
the return/replacement policy is only within the first 30 days of purchase,0
the review is quite long,0
the right detailed information of the product,1
the s4 almost 100 dollars cheaper,0
the s4 is more technologically advanced,1
the same problem is recurring,-1
the same thing happened to 4 of my friends,-1
the screen display failed i had to buy another screen,-1
the screen fails,-1
the screen froze,-1
the screen has been totally damaged,-1
the screen is a change of pace to me also,0
the screen is brighter,1
the screen is brighter,1
the screen is generic,-1
the screen is intact,1
the screen is messed up,-1
the screen is n't even hd lol its only 640p when modern phones are 1080p,-1
the screen is not high quality glass,-1
the screen is smaller on the iphone,-1
the screen is too small for his liking,-1
the screen literally feel off the phone now i do n't have a friggin phone so i recommend do n't buy a used phone its a waste of money,-1
the screen looks like is not working well,-1
the screen pops out all the time on the sides,-1
the screen randomly turns cloudy,-1
the screen resolution continues to be clear,1
the screen resolution is pretty awesome,1
the screen started to show vertical grey lines,-1
the screen was clean,1
the seller,0
the seller,0
the seller answered my questions really fast,1
the seller apparently went out of business,0
the seller forgot to mention that,-1
the seller is by far the friendliest,1
the seller is really good,1
the seller is some kid wranglerrusso ( jason russo ) through kentucky,0
the seller is very nice,1
the seller kept changing the delivery date,-1
the seller offered the product as new,0
the seller stood by his product for a whole month just to make sure i was happy,1
the seller wanted me to self-diagnose the problem as if i were a technician,-1
the seller was on point with the description,1
the service rendered from the seller is excellent,1
the shipment was also made in record time,1
the shipping was great,1
the shop does not end to send the physical address to return it,-1
the sim card was replaced by at & t store,0
the simple applications that i had on my phone would not run,-1
the size,0
the slim design,1
the slot to connect ear phones had something stuck inside,-1
the software will go crazy like rebooting on its own at random times ),-1
the sound is full bodied,1
the sound quality was bad because the internal wiring was bad,-1
the sound was a bit gurgly,-1
the speaker does n't work,-1
the state that the phone was in was completely false by the seller,-1
the super camera the galore of incredible apparently,1
the super quality using makes it the best smartphone by miles,1
the sweet aluminum build,1
the switch was quite easy as i could export my google contacts to the cloud pretty easily,1
the system,0
the thing dropped out,-1
the thing is winning me over one discovery after another,1
the thinness,1
the touch pro 2,0
the touch screen if very twitchy when it is plugged in,-1
the transition was simple,1
the true test will be in a year,0
the ui is just outdated,-1
the update failed due to hardware error,-1
the ups told me they did n't wanted to receive the package so i wrote them again three days ago,0
the variety from the store,0
the variety of accessories,1
the veredict,0
the volume just stopped working,-1
the volumen button failed,-1
the way it serves a different purpose depending on the context,1
the way the handle all their process from start to finish,0
the whole process went very smooth,1
the wonderful sensor placement as well as the size,1
the worst battery life in the world,-1
the worst part was the battery life of the phone,-1
the worst purchase i could ever have done,-1
the worst result was a barely noticeable dent in the aluminum on the side of the phone,0
the worst site to buy an electronic product,-1
the youtube app was downright frustrating to use,-1
their appeared to have had something sticky spilt in between the phone,-1
their deserve 5 star,1
their products,0
their resellers say that iphone are unlocked,0
their service is awesome,1
their supposed to be unlocked,0
their technical assistance was quick,1
then,0
then,0
then a couple days later it stopped working completely,-1
then add your apps,0
then after 5 days screen quit working can not even answer call,-1
then die after about 1 hour,-1
then dies,-1
then i got the sim card,0
then i noticed that the screen was loose,-1
then i put the sim in the phone,0
then if you try to turn it back on it will,0
then it started acting up,-1
then it started to show red,-1
then it would not have worked since the first day,-1
then research the best mods for you specific phone model,0
then sync itunes with iphone,0
then the battery started to have a lot of problems,-1
then the screen started messing up,-1
then the screen would tell you it is on 40 %,0
then they sent me a new one,1
then told me the wi-fi card was not working,0
then when phone arrived,0
then you plug it in,0
there 's different number between box,-1
there 's no way to contact the seller,-1
there 's no way to stablish communication in calls,-1
there are cordes designed by other manufacturers that can fit this phone,0
there are lots of scratches not just some of small ones,-1
there are over 900,0
there are some technical flaws,-1
there are sooooo many choices,1
there can probably skip all of it,0
there is a definitely lag in the os due to the fragmentation,-1
there is a reason why someone coined the phrase machintrash because apple products are inferior,-1
there is a sim card in the phone,-1
there is n't an option,-1
there is nothing to do cause we sell no more on amazon `` '',-1
there is nothing to rave about it compares to android phones that i had,0
there is still room to improve,0
there isn`t unlocked,-1
there r some little dots on the screen when i received it which i can not get rid of,-1
there they told me the device was used,-1
there usually is always a setting i can find that would solve whatever that 's bothering me,-1
there was a box between my front glass door,0
there was a pretty decent scuff on the backside,-1
there was a problem with my battery,-1
there was a recall on the battery,-1
there was a small crack on the screen that was not shown on the picture of the phone,-1
there was a used sim card in that,-1
there was actual light shining out the side of the phone,-1
there was n't anything,0
there was no `` signs of wear '' on this thing,1
there was no issues with delivery,1
there was no phone,-1
there was nothing i could do,-1
there was some discoloration in the screen around the outside edges,-1
there was written that phone is new,0
there were a few tiny scratches on the charger itself,0
there were a little complications with shipping it,-1
there were scratches on it,-1
there were still good comments ( so i kept my hopes up ),0
there were still issues with that one as well,-1
therefore,0
therefore not suitable for my use,-1
therefore you can use the money that you save,0
theres also the lightning charger,1
these apps are known to be one of the best on both android,0
these are well positioned for long term use even though they 're not exactly freshly released,0
these iphones are refurbished phones,0
these reviews are not accurate at all,0
they 're saying it 's past the 30 day warranty,-1
they all continued to work well afterwards,1
they also said if you know the last four numbers of the original owners phone number we may help you,0
they are addicting,1
they are all different,0
they are both ok phones,0
they are dishonest,-1
they are not iphones,0
they are not the only product out there anymore,0
they are still behind the curve,-1
they change the used phone to be in my name because it was in the previous owners name,1
they contacted me saying they would send me a replacement charger,0
they decided to replaced the entire software that is in the iphone,0
they did n't please me at all,-1
they did n't tell me in the summary it was going to die every 30 mins of use,-1
they did not,-1
they did not communicate that my phone was not available in white,-1
they did not even replace the battery,-1
they did not feel like a significant upgrade from a nexus 4 ( which i love ),0
they did not reduce the cost i was initially billed since the black sells for less,-1
they did not refund me the money i paid for it,-1
they do have the option to jailbreak,0
they do it in a way that makes them work so well together,1
they do the most to help you get your phone how you want,1
they do what you really do not want from them,-1
they give you a brand new front screen,1
they had a surprise for me,0
they have mentioned it as the new mobile,0
they have n't answered me yet,-1
they have told me that the product is n't original,-1
they incresing price deal by deal i brought @ 350,0
they kept saying be patient,0
they kept saying they were going to do it,-1
they made me a battery diagnostic,0
they offered to swap the phone with a new one for $ 300,0
they refuse to refund me the money,-1
they said '' '' yes we sold to you this phone,0
they said it was ok while we sent,0
they said that it is dead unit,0
they said that the system inside the battery is messed it,-1
they said that unfortunately it has benn passed the limited time for a return,-1
they said the battery was definitely bad,-1
they said the pone had been purchased in december 2012 so it did not have warranty,-1
they said they were rebuilt with aftermarket parts,-1
they say you can keep the best for last,1
they seemed slower than the nexus 4 in everyday tasks ( most likely from fragmentation from htc/samsung overlays,-1
they sell it as new,0
they send on time,1
they sent me a locked one,-1
they sent me a new phone,1
they sent the said model,0
they shipped it just fine,1
they should pull everything from this company,-1
they showed me how the face was loose,-1
they sold iphones that are already activated,-1
they told me it 's not an unlocked phone,-1
they told me it was a new phone i had apple look at the howling noise they told me it was refurbished,-1
they told me that all the pieces of an actual iphone was replaced with fake ones,-1
they told me that the cell was a model a1428 as it says in the publication,0
they told me that there was a little platic paper in the sim hole,0
they told me the phone would come in the original box with all of the accessories,0
they told that phone was in use for a very long time,0
they tried everything to get it to work,0
they went above,1
they were nice people,1
they were sure that it is unlocked,0
they were there,-1
they wont replace my phone,-1
they would not add it to the data base so i was unable to use it,-1
think 2x before ordering,-1
think before you buy a phone on amazon,-1
think twice,-1
thinner,0
thinner,1
this allows the phone to give you a wider screen real-estate when you watch videos,1
this can relate to almost everything on ios,0
this caused the screen of the phone to come apart slightly,-1
this charger neverrrrrrr worked a day since i receive the phone,-1
this come with box,0
this focus on privacy,0
this gives feel of having your own personal assistant,1
this has virtually 0 reception,-1
this iphone geta hot right away,1
this iphone is amazing,1
this iphone is not unlocked,-1
this is a beast does not compare with anything perfect,1
this is a great phone,1
this is a huge upgrade from an iphone 4,1
this is a mess,-1
this is a new toy for me,0
this is a pretty great piece of electronics,1
this is a review from a 22 year old tech enthusiast,0
this is a superb product if you do n't need expandable storage,-1
this is a very good seller,1
this is a very horrible probably when i do n't have a charger on hand,-1
this is a warning,-1
this is absolutely genius when the first introduced it on the galaxy nexus,1
this is absolutely not new,-1
this is brand new phone as described,1
this is extremely convenient,1
this is false adverstisment,-1
this is false advertising,-1
this is great,1
this is great for people who are away from home for extended periods of time,1
this is in no way of saying the iphone is perfect,0
this is incredibly sad that i was not told it was broken,-1
this is just too hindering,-1
this is metal,1
this is not a new phone,-1
this is not a new phone as stated,-1
this is not satisfactory at all,-1
this is preventing me from getting service so i am unable to use the phone,-1
this is the first time i bought mobile phone in this shop,0
this is the ios you know,1
this is the iphone i gave my son for his birthday,0
this is the main reason i decided to stick with the iphone,1
this is the worst product i have ever baught in my life,-1
this is what i think,0
this item came fast,1
this item has problems,-1
this item is fake,-1
this item is not anything that i wanted,-1
this item was lock,-1
this little iphone 5 could not pick up signal in our house,-1
this makes for good business,1
this march 2015 i had a problem on the system,-1
this means,0
this might be because of the mishandle of the item,-1
this might be used,-1
this mobile phone is fearful,-1
this not unlocked,-1
this notification problem happens on whatsapp,0
this one is great,1
this one was the only one working properly,1
this phone arrived as described,1
this phone detects them,0
this phone does everything,1
this phone from `` mobile authority '' is a,0
this phone gave me some trouble,-1
this phone has an excellent display,1
this phone has something for everyone,1
this phone have exactly what i need for my busy business life,1
this phone impressed me not only is it faster,1
this phone is a crap,-1
this phone is also durable,1
this phone is awesome i bought it for my sister about a year ago,1
this phone is compatible,1
this phone is defective,-1
this phone is duplecate,-1
this phone is great for the on the go businessman,1
this phone is my second new iphone,0
this phone is not original,-1
this phone is okay,0
this phone is quite nice although the shipping could of been in better packaging not to mention the charger wall port did n't fit since it was from china,-1
this phone is supposed to be `` unlocked '',0
this phone is total fake,-1
this phone is unable to be used in the us because it is blackmarketed,-1
this phone is very simple & anyone can use it,1
this phone is very user-friendly,1
this phone picked up nothing,-1
this phone seems great so far,1
this phone started getting hot,-1
this phone was advertised as new,0
this phone was bought with some skepticism,0
this phone was defective,-1
this phone was like new,1
this phone was listed as new,0
this phone was messed up when i got it,-1
this phone was presented as new one,-1
this phone was reported stolen,-1
this phone will give you about 12 to 16 hours,-1
this phone worked for 4 weeks,0
this phone works smoothly,1
this phone would do actions on its own,-1
this photo absolutely need a durable protective case,-1
this product,0
this product comes with no warranty at all,0
this product has been terrible since the minute i have received it,-1
this product is to much expensive here,-1
this product was sold to me as it was new,0
this really cuts down on the practicality of the phone,-1
this really depends on personal preference,0
this sell does not know what he,0
this seller gave me the right phone as advertised,1
this seller is pathetic,-1
this seller is very efficient,1
this store cheated me they sold me an used iphone5,-1
this was a great purchase no dings,1
this was a nice package it came with everything few scratches,1
this was a used phones,-1
this was definitely my only option,0
this was excellent i would buy from you again,1
this was for my son 's birthday gift,0
this was horrible,-1
this was infact a totally tampered phone,-1
this was listed as a prime item,0
this was my first iphone,0
this was my first iphone purchase,0
this was not hat i expected,-1
this was the answer,0
this way i only had to keep the contacts i use regularly,1
this will blow ur mind,1
thiss seller is awesome he exceeded my expectations,1
thnak you,1
thoroughly recommended,1
those failed to work when news broke of a consumer 's phone exploding (,-1
though,0
though,0
though in the add they were part of deal,0
though the s4 is louder i found the quality of the sound much better on the iphone,1
thought battery might have fully drained,0
thought it 's unlocked,-1
three,0
three days ago my wife 's phone stopped connecting to the wi-fi,-1
thumbs up,1
thumbs up to amazon,1
thus,0
thus i think they 're better,1
till date will keep u posted if found any more relevant,0
till this day it 's going strong,1
to accept the offer because my iphone was useless,-1
to activate simply push a button,1
to add insult to injury,-1
to an advanced user like me,0
to be honest,0
to contact bbb,0
to cut the review short,0
to fix the software shortcomings,0
to me,0
to me,0
to me they are both great options ( much better than s-voice at least ),0
to my advantage,0
to my surprise,0
to my utmost surprised it is an at & t phone,0
to put metro pcs sim card in it,0
to revise the phone,0
to save you some money,0
to sum it all up,0
to summarize,0
to top it off it started to tell me no sim is in the phone when it is actually in,-1
today i got the charger along with a case,0
told them i want to return the phone,0
told them that i need to use the phone internationally,0
tons of cool features,1
too,0
too good,1
too young,-1
took it overseas,0
took it to apple store,0
took it to t-mobile,0
took to apple store,0
top,0
total misrepresentation of this iphone model,-1
totally above my expectations,1
totally dissatisfied,-1
totally pleased with this product,1
touch screen does not work,-1
touch the screen,0
touchscreen it is not working very well,-1
trade it for a new one,-1
transfer the contacts onto my note,0
transfer was more simple than setting up a bunch of accounts,1
transferring movies onto the iphone seems like a chore,-1
trash,-1
travel through,0
trouble with dead phone just after using it ( not even a month ),-1
troubleshoot,0
trust in amazon,0
trust me,0
try for your self,0
trying to turn a feature on,0
turn off on its own,-1
turn on the iphones flashlight,1
turned out had been shipped with the little button tab on the side depressed,-1
turned out that it was locked on at & t when it was supposed to be an unlocked phone,-1
turned out that they replaced it for free,1
turned out to be a 32g,-1
turns on by itself,-1
two,0
two,0
two awful cases that i did n't ask for,-1
two words,0
typical,0
typing letters by itself,-1
u should be free to choose where u go,0
unable to hear unless using speaker,-1
unacceptable,-1
uncle clayton also has iphone 5,0
under what conditions this if used a year ago does not have any detail if i could put more detailed picture of the same thanks,0
unfortunately it has battery issues,-1
unfortunately my phone came broken,-1
unfortunately the wifi did not work in this iphone,-1
unless you just need to unlock your phone with your thumb,0
unless you want to just keep handing over your money to apple,-1
unlike non-nexus android phones,0
unlike other phones like android,0
unlock,1
unlocked,0
unlocked,1
unlocked,0
unlocked a1428 it looked new,1
unlocked is unlocked not unlocked for a year,-1
unrepeatable,-1
unstable video,0
unsure at this point of it is the phone,-1
until now the phone has met my expectations,1
update it,0
update the mods when the `` cook '' for the mod release a new version,0
updating the phone without results,-1
upgraded to iphone5 6 months ago from iphone 4s,0
upgrading to iphone,0
uploading pics,0
upon connection it starts charging from 30 % to last only three more hours again,-1
upon receiving the phone the battery was dying,-1
usb cable,0
usb power adapter did not work,-1
use are the very best,1
use one while the other sits,0
use the `` bump '' application to transfer the contacts to my iphone,0
used,0
used as described,0
used because it does not work,-1
used it for last 3 months,0
useful,1
useless,-1
user experience,0
user friendly,1
using data,0
using for past 15 days,0
venta de prueba,0
vera good,1
verizon was able to unlock it for us,1
very,0
very,0
very annoying,-1
very bad customer service,-1
very bad purchase,-1
very cooperative,1
very delighted iphone working perfect,1
very disappointed,-1
very disappointed,-1
very disappointed,-1
very disappointed,-1
very disappointed since i ordered this phone because it was said to be new,-1
very disappointed since i selected new phones,-1
very dissapionted,-1
very dissappointed with this purchase,-1
very god,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good,1
very good as i expected,1
very good classics,1
very good condition,1
very good conditions,1
very good for venezuela,1
very good no problem,1
very good phone i like,1
very good product,1
very good product,1
very good purchase through amazon,1
very good quality,1
very happy,1
very happy with it,1
very happy with my new iphone 5 altho it took one of my students several hours,0
very happy with new mobile,1
very happy with price,1
very happy with the product,1
very happy with the purchase,1
very happy with the purchase of the apple iphone 5,1
very important,0
very important i liked the services,1
very irritating at times,-1
very little effort in less than 2 days,1
very much used,-1
very new,1
very nice,1
very nice product,1
very pleased,1
very pleased with product,1
very poor design from apple,-1
very pretty phone,1
very reliable,1
very reliable seller,1
very resiliant,1
very rude in my opinion,-1
very satisfied,1
very satisfied customer,1
very satisfied with phone,1
very satisfied with product,1
very satisfied with the level of service,1
very sorry to purchase,-1
very upsetting,-1
very very good im happy whit my iphone thanks,1
very well,1
verygood,1
vibration from the phone,-1
video file in another app would result in the file being copied,0
video junkie,0
video quality no thumb print security lock an overall good buy for the price,-1
videos are shared among all the devices as well,1
videos despite resetting,-1
waited for an hour to charge nothing worked,-1
waiting for reimbursement,-1
walking,0
wall piece were 3rd party accessories they were n't original apple ones,-1
want to return it,-1
want to take a warranty,0
warranty etc,0
warranty is up in 43 days lol,-1
was a bad choice,-1
was a big lier the guy that sold that pzm,-1
was a box other than those supplied by the manufacturer,0
was a really solid phone,1
was a year old when i checked the imei number,-1
was always gentle with it,0
was an awesome phone though,1
was apparently not `` refurbished,-1
was as described,1
was everything i was looking for,1
was exactly as described,1
was facetiming with her,0
was in unused condition since then,0
was it burning ? ) after overcharging it with an unlicensed 3rd party accessory,0
was lightly scratched,-1
was n't worth 1/4 what i spent,-1
was not able to use the phone,-1
was not given a full refund,-1
was only a phone no cables nothing,-1
was ready to use,1
was really impressed,1
was shipped in time,1
was stolen,-1
was unable to fix it,-1
was unable to get it activated,-1
was unlocked,1
was unlocked as advertised,1
was useless,-1
was very dissatisfied with the product,-1
was very reasonably priced,1
was with the computer itunes program,-1
waste of money,-1
waste of time,-1
waste of time,-1
we all know that apple has high prices so why complain about it in a review ? i bought the phone knowing that it was not going to be a cheap phone,0
we apologize for it,-1
we are very happy,1
we are very sorry for it,-1
we asked the department to solve it,0
we bought a black iphone 5 for her husband,0
we can do nothing in this case,-1
we had to pay for return postage,-1
we have bought another iphone5 from this seller,0
we have tried to put a sim-card in it,0
we live in a country area called mundijong,0
we paid $ 700 each for these phones when they were new,0
we really happy to hear a good sound,1
we received a used iphone with non original ear phones,-1
we received the phone with the screen not affixed onto the phone frame properly,-1
we returned the phone,-1
we took it to the apple store in brandon,0
we use in india so i 'm so exated i hope it 's good phon,0
we were told it was a 16g,-1
we were told it was unlocked,-1
we will buy again from this retailer,1
we will process the refund process,0
we wish the screen was as big as the gs3 which is great for watching youtube videos,-1
web-browsing power-user,0
well,0
well,0
well,0
well crafted,1
well i have had my iphone5 for over 6 months now,0
well i just ordered this,0
well i went down to the apple store to see what they could do for me since it is a apple product,0
well of course its apple,0
well satisfied,1
well they had me read the serial number,0
well worth the money to purchase at an retailer,0
went above,1
went to a t-mobile store,0
went to apple,0
went to apple store,0
were not original iphones,-1
were not performing well,-1
what a looser,-1
what a ripoff,-1
what a waste of time,-1
what can i do now ?,0
what can i say,0
what can i say ? i 'm now an apple fanboy,1
what does it have,0
what i got from powerdictionary can only be used in america,-1
what i like about ios is that there 's only as many menus as there needs to be,1
what i really do n't like about it,0
what i think of android,0
what i think of ios,0
what i think of windows phone 8,0
what matters most is quality,0
what more can i say,0
what more can i say ?,0
what more can i say ? i had my iphone 4 for 3 years,1
what should i do before i return the iphone ?,0
what was promised,0
what worked with i got in touch with the seller,0
whatever,0
whatever you need is in this phone on the go,1
when i check my serial number with apple,0
when i checked it,0
when i cover the warranty of apple that is for one year i was informed that it was already expired because the iphone had more than a year use,-1
when i do,0
when i first got the phone,0
